work_location,dedication,contract_type,last_monthly_salary_or_net,job_type,experience_years,people_under_charge,used_platforms,used_technologies,used_frameworks,databases,qa_testing,max_studies_level,state,edu_institution,age,gender,salary_dollarized,seniority,salary
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),664000.0,Developer,13,0,Middleware propietario,"Java, Javascript","Node.js, Spring, Micronaut",Ninguna de las anteriores,"JUnit, Postman",Universitario,Completo,UAI - Universidad Abierta Interamericana,37,Hombre Cis,False,Senior,998000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),572708.8774357857,Manager / Director,5,0,"Firebase, Google Cloud Platform","Python, R, SQL",Ninguno de los anteriores,Google Cloud Storage,Ninguna de las anteriores,Posgrado/Especialización,Completo,USAL - Universidad del Salvador,36,Hombre Cis,False,Semi-Senior,690000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),180000.0,Developer,0,0,Linux,"CSS, Javascript",React.js,Ninguna de las anteriores,Ninguna de las anteriores,Universitario,En curso,UTN - Universidad Tecnológica Nacional,19,Hombre Cis,False,Junior,240000.0
Entre Ríos,Full-Time,Staff (planta permanente),224000.0,Developer,3,2,Ninguna de las anteriores,SQL,Ninguno de los anteriores,"Microsoft SQL Server, MySQL, Oracle",JUnit,Universitario,Incompleto,UNNNE - Universidad Nacional del Nordeste,35,Hombre Cis,False,Semi-Senior,270000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),195000.0,HelpDesk,2,0,Ninguna de las anteriores,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,Secundario,Completo,UTN - Universidad Tecnológica Nacional,37,Hombre Cis,False,Junior,195000.0
Buenos Aires,Full-Time,Staff (planta permanente),420000.0,Developer,4,0,Fury,"Java, SQL",Spring,"Microsoft SQL Server, Oracle","JUnit, Postman",Universitario,En curso,UBA - Universidad de Buenos Aires,24,Hombre Cis,False,Semi-Senior,521000.0
Buenos Aires,Full-Time,Staff (planta permanente),504754.0,Infosec,12,1,"Azure, Docker, Linux, VMWare, Windows Server",Bash/Shell,Ninguno de los anteriores,"ElasticSearch, MongoDB, PostgreSQL",Ninguna de las anteriores,Universitario,En curso,UBA - Universidad de Buenos Aires,39,Hombre Cis,False,Senior,765016.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),350000.0,Designer,16,1,Ninguna de las anteriores,"CSS, HTML","Bootstrap, jQuery",Microsoft SQL Server,Visual Studio Coded UI,Universitario,Completo,UBA - Universidad de Buenos Aires,39,Mujer Cis,False,Senior,450000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),500000.0,Developer,2,0,"Amazon Web Services, Docker, Serverless","Go, Groovy",Ninguno de los anteriores,"Amazon DynamoDB, MySQL, Oracle",Postman,Universitario,En curso,UBA - Universidad de Buenos Aires,25,Hombre Cis,False,Junior,871000.0
Córdoba,Full-Time,Staff (planta permanente),128000.0,Developer,0,0,"Docker, Firebase","CSS, HTML, Javascript, TypeScript","Next.js, Node.js, React.js","MongoDB, MySQL",Postman,Universitario,Completo,UNS - Universidad Nacional del Sur,34,Mujer Cis,False,Junior,154000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),285600.0,BI Analyst / Data Analyst,3,0,"Google Cloud Platform, SAS Guide, Sql, Looker Studio, ",SQL,Teradata,"Google Cloud Storage, Microsoft Azure (Tables, CosmosDB, SQL, etc)",Ninguna de las anteriores,Universitario,Completo,UBA - Universidad de Buenos Aires,43,Mujer Cis,False,Semi-Senior,365400.0
Buenos Aires,Full-Time,Freelance,193400.0,Developer,1,0,"Amazon Web Services, Docker, Linux","Bash/Shell, CSS, Javascript, Ruby, SQL","Bootstrap, jQuery, Rails",MySQL,"Postman, RSpec",Terciario,En curso,UNLP - Universidad Nacional de La Plata,25,Hombre Cis,False,Junior,200000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),292000.0,Developer,1,0,"Amazon Web Services, Docker, Firebase, Linux",Scala,"Ninguno de los anteriores, Slick, Cats, Cats Effect, Swagger, Play","Amazon DynamoDB, PostgreSQL","Postman, Mockito",Universitario,En curso,UAI - Universidad Abierta Interamericana,24,Hombre Cis,False,Junior,350000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),860650.0,Architect,25,0,"HP-UX, Linux","CSS, Groovy, HTML, Java, Javascript, SQL","Angular, Bootstrap, Hibernate, jQuery, Spring","Informix, MySQL, PostgreSQL","JUnit, Postman, SoapUI",Maestría,Completo,UNLP - Universidad Nacional de La Plata,48,Prefiero no decir,False,Senior,1207000.0
Buenos Aires,Full-Time,Staff (planta permanente),300000.0,Developer,5,0,Linux,"CSS, Java, Javascript, PHP, SQL","Laravel, Next.js, Node.js, React.js","MariaDB, MySQL",Ninguna de las anteriores,Universitario,Incompleto,UNLP - Universidad Nacional de La Plata,36,Hombre Cis,False,Semi-Senior,361000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),50000.0,SysAdmin / DevOps / SRE,10,0,"Amazon Web Services, Azure, Docker, Kubernetes, Linux, VMWare, Windows Server","Bash/Shell, Java, Javascript, SQL",Ninguno de los anteriores,"MariaDB, Microsoft SQL Server, MongoDB, MySQL, PostgreSQL, SQLite",Ninguna de las anteriores,Terciario,Incompleto,ISTEA - Instituto Superior Tecnológico Empresarial Argentino,34,Prefiero no decir,False,Senior,80000.0
Santa Fe,Full-Time,Staff (planta permanente),415000.0,Scrum Master,14,7,Ninguna de las anteriores,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,Universitario,Incompleto,UNR - Universidad Nacional de Rosario,43,Hombre Cis,False,Senior,500000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Freelance,950000.0,SysAdmin / DevOps / SRE,8,3,"Azure, *BSD, Google Cloud Platform, Linux, VMWare, Windows Server",Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,Terciario,Incompleto,Universidad Siglo 21,26,Prefiero no decir,False,Senior,790000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Tercerizado (trabajo a través de consultora o agencia),360000.0,SysAdmin / DevOps / SRE,5,0,"Linux, VMWare",Bash/Shell,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,Terciario,Incompleto,UTN - Universidad Tecnológica Nacional,44,Hombre Cis,False,Semi-Senior,430000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Freelance,900000.0,Manager / Director,5,30,Ninguna de las anteriores,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,Maestría,Completo,UNLaM - Universidad Nacional de La Matanza,35,Mujer Cis,False,Semi-Senior,1200000.0
Santa Fe,Full-Time,Tercerizado (trabajo a través de consultora o agencia),89000.0,BI Analyst / Data Analyst,0,0,Ninguna de las anteriores,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,Universitario,En curso,UTN - Universidad Tecnológica Nacional,22,Prefiero no decir,False,Junior,86000.0
La Rioja,Full-Time,Staff (planta permanente),203500.0,SysAdmin / DevOps / SRE,1,0,"Azure, Docker, Linux, GitLab",Bash/Shell,Ninguno de los anteriores,"Microsoft Azure (Tables, CosmosDB, SQL, etc)","Ninguna de las anteriores, Sonar",Universitario,En curso,UNLaR - Universidad Nacional De La Rioja,26,Hombre Cis,False,Junior,203500.0
Ciudad Autónoma de Buenos Aires,Part-Time,Staff (planta permanente),94195.0,Data Scientist,1,0,Linux,Python,"Django, Ninguno de los anteriores",PostgreSQL,Ninguna de las anteriores,Universitario,En curso,UBA - Universidad de Buenos Aires,26,Hombre Cis,False,Junior,113487.78
Buenos Aires,Full-Time,Tercerizado (trabajo a través de consultora o agencia),475000.0,Developer,15,0,Ninguna de las anteriores,"C, Java, SQL",Ninguno de los anteriores,Microsoft SQL Server,Ninguna de las anteriores,Terciario,Completo,UTN - Universidad Tecnológica Nacional,41,Hombre Cis,False,Senior,510000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),145000.0,SysAdmin / DevOps / SRE,10,0,Windows Server,SQL,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,Terciario,En curso,ISTEA - Instituto Superior Tecnológico Empresarial Argentino,35,Hombre Cis,False,Senior,195000.0
Buenos Aires,Full-Time,Staff (planta permanente),437000.0,Technical Leader,12,7,SAP,VBA,SAP,MySQL,Ninguna de las anteriores,Universitario,En curso,UB - Universidad de Belgrano,37,Hombre Cis,False,Senior,520000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),378000.0,Data Scientist,2,0,Google Cloud Platform,Python,Flask,Google Cloud Storage,Ninguna de las anteriores,Universitario,En curso,UBA - Universidad de Buenos Aires,23,Prefiero no decir,False,Junior,448000.0
Santa Fe,Full-Time,Staff (planta permanente),204708.0,Functional Analyst,10,0,"Amazon Web Services, Azure, OpenStack, VMWare, Windows Server",Ninguno de los anteriores,Ninguno de los anteriores,"Microsoft SQL Server, MySQL",Ninguna de las anteriores,Universitario,Completo,Universidad Siglo 21,28,Hombre Cis,False,Senior,237000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),540000.0,HelpDesk,5,0,SAP,"CSS, PHP, Python, TypeScript","Bootstrap, Node.js",Ninguna de las anteriores,Ninguna de las anteriores,Universitario,Incompleto,UTN - Universidad Tecnológica Nacional,33,Hombre Cis,False,Semi-Senior,860000.0
Santa Fe,Full-Time,Staff (planta permanente),252348.64,Developer,1,0,"Docker, Kubernetes, Linux, Windows Server",".NET, Bash/Shell, C#, CSS, HTML, Javascript, SQL, TypeScript",".NET Core, Next.js, Node.js, React.js","Microsoft SQL Server, MongoDB, Redis","Jest, JUnit, Postman, Xunit",Universitario,Incompleto,UNR - Universidad Nacional de Rosario,21,Hombre Cis,False,Junior,300061.75
Santa Fe,Full-Time,Staff (planta permanente),358587.0,Infosec,15,0,Azure,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,Posgrado/Especialización,Completo,UAI - Universidad Abierta Interamericana,50,Mujer Cis,False,Senior,446941.0
Neuquén,Full-Time,Staff (planta permanente),508291.34,SysAdmin / DevOps / SRE,20,0,"Azure, Docker, Kubernetes, Linux, VMWare, Windows Server",".NET, Bash/Shell, C#, CSS, HTML, Java, Javascript, PHP, SQL",.NET Core,"MariaDB, Microsoft Azure (Tables, CosmosDB, SQL, etc), Microsoft SQL Server, MongoDB, MySQL, SQLite",SoapUI,Universitario,Completo,UNCOMA - Universidad Nacional del Comahu,42,Hombre Cis,False,Senior,1118322.71
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),407000.0,Developer,5,0,Linux,"CSS, HTML, Javascript",Vue.js,Ninguna de las anteriores,Ninguna de las anteriores,Universitario,En curso,UTN - Universidad Tecnológica Nacional,27,Mujer Cis,False,Semi-Senior,227640.96
Santa Fe,Full-Time,Staff (planta permanente),295200.0,Data Scientist,0,0,Amazon Web Services,Python,Ninguno de los anteriores,"Microsoft SQL Server, MySQL",Ninguna de las anteriores,Universitario,Completo,UTN - Universidad Tecnológica Nacional,24,Mujer Cis,False,Junior,354700.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),565000.0,Developer,15,0,Docker,".NET, C#, Java",Bootstrap,"Oracle, ProxySQL",Postman,Universitario,Completo,UTN - Universidad Tecnológica Nacional,40,Hombre Cis,False,Senior,650000.0
Ciudad Autónoma de Buenos Aires,Part-Time,Staff (planta permanente),143000.0,Developer,5,1,"Azure, Docker, Linux","Bash/Shell, Javascript, PHP, SQL, TypeScript","Laravel, Node.js, deno, Yii","MariaDB, MySQL, Redis","Jest, Postman, insomnia",Universitario,En curso,UNLaM - Universidad Nacional de La Matanza,26,Hombre Cis,False,Semi-Senior,165000.0
San Luis,Full-Time,Staff (planta permanente),356500.0,Developer,16,0,"Docker, Linux, OpenShift","Java, Javascript, SQL","Hibernate, Node.js, React.js, Spring","MongoDB, Oracle","JUnit, Postman",Terciario,Completo,UNCUYO - Universidad Nacional de Cuyo,41,Hombre Cis,False,Senior,420000.0
Córdoba,Full-Time,Staff (planta permanente),420000.0,SysAdmin / DevOps / SRE,12,0,"Linux, VMWare, Windows Server",Python,Ninguno de los anteriores,ElasticSearch,Ninguna de las anteriores,Maestría,Incompleto,IUA - Instituto Universitario Aeronáutico,35,Hombre Cis,False,Senior,580000.0
Buenos Aires,Part-Time,Contractor,100000.0,SysAdmin / DevOps / SRE,6,0,"Amazon Web Services, Docker, Linux, proxmox ansible","Bash/Shell, Python",Ninguno de los anteriores,SQLite,Ninguna de las anteriores,Universitario,Completo,UNLA - Universidad Nacional de Lanús,41,Hombre Cis,False,Senior,104000.0
Córdoba,Full-Time,Staff (planta permanente),204512.0,HelpDesk,1,0,Google Cloud Platform,Python,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,Universitario,Incompleto,UNR - Universidad Nacional de Rosario,35,Hombre Cis,False,Junior,246400.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),183000.0,BI Analyst / Data Analyst,2,0,Azure,"Python, SQL","Spark, Pandas","Microsoft Azure (Tables, CosmosDB, SQL, etc), Microsoft SQL Server",Ninguna de las anteriores,Universitario,En curso,UP - Universidad de Palermo,21,Hombre Cis,False,Junior,210000.0
Buenos Aires,Full-Time,Staff (planta permanente),220000.0,Manager / Director,10,3,"Google Cloud Platform, Linux",Ninguno de los anteriores,WordPress,Google Cloud Storage,Ninguna de las anteriores,Universitario,En curso,UNLaM - Universidad Nacional de La Matanza,34,Hombre Cis,False,Senior,250000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),690000.0,UX,2,0,Ninguna de las anteriores,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,Universitario,Completo,UBA - Universidad de Buenos Aires,32,Hombre Cis,False,Junior,1070000.0
Córdoba,Full-Time,Staff (planta permanente),250000.0,Manager / Director,5,6,Ninguna de las anteriores,"Javascript, Python","Django, React.js",MySQL,Ninguna de las anteriores,Universitario,Completo,UTN - Universidad Tecnológica Nacional,26,Mujer Cis,False,Semi-Senior,250000.0
Córdoba,Full-Time,Staff (planta permanente),194200.0,"Operador base de datos, consultas y carga de datos en excel.",0,0,SAP,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,Universitario,Incompleto,Universidad Siglo 21,28,Agénero,False,Junior,239000.0
Santa Fe,Full-Time,Staff (planta permanente),469922.0,Consultant,7,0,"Amazon Web Services, Azure, VMWare, Windows Server","Java, Javascript, SQL","Angular, Node.js, Node-RED","Microsoft SQL Server, PostgreSQL","SoapUI, Jira, Zephyr Scale",Doctorado,Completo,UNL - Universidad Nacional del Litoral,37,Hombre Cis,False,Senior,666798.0
Córdoba,Full-Time,Staff (planta permanente),157000.0,QA / Tester,0,0,Ninguna de las anteriores,SQL,Ninguno de los anteriores,"Microsoft SQL Server, MySQL",SoapUI,Universitario,Completo,Universidad Siglo 21,25,Hombre Cis,False,Junior,166265.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),590000.0,Networking,25,0,"Amazon Web Services, Arduino o similar, Google Cloud Platform, Linux, CIsco, Huawei","Arduino, Bash/Shell, CSS, HTML, Javascript, Python, SQL","Bootstrap, Django, Flask, Next.js, Node.js, React.js, Vue.js","MariaDB, Microsoft SQL Server, MySQL","Postman, Selenium",Universitario,En curso,Universidad Siglo 21,48,Hombre Cis,False,Senior,814000.0
Buenos Aires,Part-Time,Staff (planta permanente),130000.0,SysAdmin / DevOps / SRE,15,0,"Google Cloud Platform, Serverless, Windows Server","CSS, HTML, Javascript, PHP, SQL","Bootstrap, jQuery, Next.js, Node.js, WordPress","Google Cloud Storage, MongoDB, MySQL",Ninguna de las anteriores,Universitario,Incompleto,UM - Universidad de Morón,36,Hombre Cis,False,Senior,155000.0
Santa Fe,Full-Time,Staff (planta permanente),300000.0,Manager / Director,30,4,"Google Cloud Platform, Linux, Microcontroladores, Windows Server","CSS, HTML, Java, Javascript, PHP, SQL, VBA","Angular, Bootstrap, Hibernate, jQuery, Node.js, Symfony","MariaDB, Microsoft SQL Server, MySQL, Redis","Postman, SoapUI",Universitario,Incompleto,UAI - Universidad Abierta Interamericana,47,Hombre Cis,False,Senior,400000.0
Corrientes,Part-Time,Contractor,42000.0,Developer,1,0,"Docker, Prisma, Yarn","CSS, HTML, Javascript, SQL, TypeScript","jQuery, Next.js, Node.js, Vue.js, Svelte, Tailwind, quasar","MySQL, PostgreSQL","Visual Studio Coded UI, manual test",Universitario,En curso,UNNNE - Universidad Nacional del Nordeste,27,Hombre Cis,False,Junior,45000.0
Buenos Aires,Full-Time,Staff (planta permanente),285322.0,SysAdmin / DevOps / SRE,3,0,"Linux, Solaris, VMWare, Puppet","Ninguno de los anteriores, Ansible",Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,Universitario,Incompleto,UNLaM - Universidad Nacional de La Matanza,38,Hombre Cis,False,Semi-Senior,351196.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),235000.0,UX,1,0,Ninguna de las anteriores,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,Universitario,Completo,UNLP - Universidad Nacional de La Plata,42,Hombre Cis,False,Junior,250000.0
Córdoba,Part-Time,Freelance,92000.0,Developer,1,0,"Amazon Web Services, Docker, Kubernetes, VMWare","Bash/Shell, C#, CSS, HTML, Javascript, TypeScript",".NET Core, Angular, Next.js, Node.js, ASP.NET, Express JS, tailwind css","Microsoft SQL Server, MongoDB, MySQL",Ninguna de las anteriores,Universitario,En curso,UTN - Universidad Tecnológica Nacional,23,Hombre Cis,False,Junior,103000.0
Córdoba,Full-Time,Staff (planta permanente),165000.0,Developer,1,0,Ninguna de las anteriores,"CSS, HTML, Javascript, Python, TypeScript","Angular, Bootstrap, Django, Next.js, Node.js, React.js",MongoDB,Ninguna de las anteriores,Universitario,En curso,UTN - Universidad Tecnológica Nacional,22,Hombre Cis,False,Junior,199500.0
Mendoza,Full-Time,Staff (planta permanente),485000.0,QA / Tester,5,2,"Amazon Web Services, Google Cloud Platform, Mainframe","Java, Javascript, Ruby","Flutter, jQuery, Next.js, Node.js","Amazon RDS/Aurora, MongoDB, PostgreSQL, Redis","Appium, Cypress, Postman, Test Complete",Universitario,Completo,UTN - Universidad Tecnológica Nacional,53,Mujer Cis,False,Semi-Senior,680000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),430000.0,Functional Analyst,7,0,"Azure, VMWare, Windows Server",Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,Posgrado/Especialización,Completo,UTN - Universidad Tecnológica Nacional,39,Hombre Cis,False,Senior,530000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),144325.3198859236,Developer,1,0,Firebase,Kotlin,Ninguno de los anteriores,Google Cloud Storage,Ninguna de las anteriores,Terciario,En curso,UNLaM - Universidad Nacional de La Matanza,22,Mujer Cis,False,Junior,200000.0
